country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,airforce,region,territory,pageUrl,manpower,uranium,oil_reserves,reactor
Beoslavija,Nathan Oakley,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 32 hours ago,rankings.php?subregion=saf,,$326 million,,Southern Africa,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=60753,Untapped,,,
UCSR,Lord Moose,,28k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 137 hours ago,rankings.php?subregion=congo,,$316 million,,Congo,None,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=60358,Untapped,,,
Buchepalia,ubiqa,http://blocgame.com/alliancestats.php?allianceid=1899,20k active personnel,0 ships,First World War surplus,None,Standard,online now,rankings.php?subregion=sub,ASEANG,$332 million,alliancestats.php?allianceid=1899,The Subcontinent,Meagre,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=60734,Untapped,,92 Mbbl,
PasirDuaButir,Col. von Strauffenberg,,20k active personnel,0 ships,Finest of the 19th century,1 factory,Standard,last online 4 hours ago,rankings.php?subregion=ind,,$328 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60754,Untapped,,,
Imperial Soul,El-Vegeta,,12k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 39 hours ago,rankings.php?subregion=ind,,$326 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,19800 km 2,http://blocgame.com/stats.php?id=60791,Untapped,,,
golokkk,madafakahh,,8k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 1 hours ago,rankings.php?subregion=ara,,$333 million,,Arabia,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=60798,Untapped,,,
Orbalia,Orbal,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 108 hours ago,rankings.php?subregion=egy,,$315 million,,Egypt,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=60362,Untapped,,,
qomaron92,Fariddudin92,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 106 hours ago,rankings.php?subregion=chi,,$314 million,,China,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=60425,Untapped,,,
ZenYe,OngZenYe,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 105 hours ago,rankings.php?subregion=pac,,$314 million,,Pacific Rim,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=60429,Untapped,,,
southernmalaya,1malay,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 103 hours ago,rankings.php?subregion=pac,,$315 million,,Pacific Rim,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=60434,Untapped,,,
harrier,pcc3343,http://blocgame.com/alliancestats.php?allianceid=1899,25k active personnel,0 ships,First World War surplus,None,Elite,last online 79 hours ago,rankings.php?subregion=ind,ASEANG,$314 million,alliancestats.php?allianceid=1899,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60435,Untapped,,,
parpu,arip,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 103 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60439,Untapped,,,
North Borneo,Toliman,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 103 hours ago,rankings.php?subregion=ind,,$314 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60441,Untapped,,54 Mbbl,
Isketambola,Saifulredza,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 103 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60444,Untapped,,,
juragansepang,juragansepang,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 64 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60446,Untapped,,,
NagoBuano,Maranz,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 100 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60449,Untapped,,,
GoatNation,Goatie,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 103 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60453,Untapped,,,
Ampang,Mohd Norikhsan,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 36 hours ago,rankings.php?subregion=ind,,$314 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60457,Untapped,,462 Mbbl,
Kut mu,Aziz,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 93 hours ago,rankings.php?subregion=ind,,$314 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60462,Untapped,,,
tontong,jotoz,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 103 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60466,Untapped,,,
Alasu Tadau,Barry3,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 98 hours ago,rankings.php?subregion=ind,,$314 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60468,Untapped,,,
Latviy,Fikri,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 102 hours ago,rankings.php?subregion=sea,,$315 million,,Indochina,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=60472,Untapped,,,
T.M,Al-Hilmi,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 102 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60476,Untapped,,,
Sibumasu,General Pershing,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 102 hours ago,rankings.php?subregion=ind,,$314 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60479,Untapped,,,
Pagar Ruyong,lancer_ex,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 102 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60488,Untapped,,,
LABUAN,Dr.Hisyam,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 102 hours ago,rankings.php?subregion=pac,,$315 million,,Pacific Rim,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=60491,Untapped,,,
SilbernGenius,eijamsya,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 102 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60492,Untapped,,,
Kuantaningrad,Pachenko,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 101 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60497,Untapped,,,
Firdouse,Firdouse,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 100 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60509,Untapped,,,
Madyolo,Madyolo,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 101 hours ago,rankings.php?subregion=pac,,$314 million,,Pacific Rim,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=60516,Untapped,,,
TheRedWarrior,CybeREX,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 101 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60517,Untapped,,,
necoq,billydagreat,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 101 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60519,Untapped,,,
Mat Meen,Mejar Azmeen,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 100 hours ago,rankings.php?subregion=ind,,$314 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60539,Untapped,,,
keris,izzi,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 100 hours ago,rankings.php?subregion=ind,,$314 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60542,Untapped,,,
Taming Sari,ijamking,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 100 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60555,Untapped,,,
Katlilkong,ashdawngary,,15k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 99 hours ago,rankings.php?subregion=ind,,$314 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60560,Untapped,,,
Saling Berbaik,aloha91,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 99 hours ago,rankings.php?subregion=ind,,$314 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60566,Untapped,,,
Tanah Jawi,Tanah Jawi,,15k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 99 hours ago,rankings.php?subregion=ind,,$314 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60576,Untapped,,,
aloyler,aloylerrr,,20k active personnel,0 ships,First World War surplus,None,Good,last online 1 hours ago,rankings.php?subregion=ind,,$323 million,,East Indies,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60699,Untapped,,463 Mbbl,
Giant Mechs,OiledDNA,,20k active personnel,0 ships,Finest of the 19th century,None,Elite,last online 3 hours ago,rankings.php?subregion=pac,,$325 million,,Pacific Rim,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=60735,Untapped,,,
Tanjung Malim,userienoordientroop,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 60 hours ago,rankings.php?subregion=sea,,$325 million,,Indochina,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=60743,Untapped,,,
Felissehaven,Clarissa Carter,,3k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 57 hours ago,rankings.php?subregion=mex,,$324 million,,Mesoamerica,None,http://blocgame.com/rankings.php?subregion=mex,19602 km 2,http://blocgame.com/stats.php?id=60750,Untapped,,,
Tanah Derdaulat,Ahmad Alkepunden,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 56 hours ago,rankings.php?subregion=ind,,$325 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60751,Untapped,,,
Parit Buaya,syfairus,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 54 hours ago,rankings.php?subregion=ind,,$325 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60756,Untapped,,,
Trada,Trada,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 52 hours ago,rankings.php?subregion=ind,,$325 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60759,Untapped,,,
KAPUT,Faris,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 52 hours ago,rankings.php?subregion=pac,,$325 million,,Pacific Rim,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=60762,Untapped,,,
Petai Belalang,zulhasr39689,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 8 hours ago,rankings.php?subregion=ind,,$323 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60767,Untapped,,,
Komasia,Emperor Kominominom II,,4k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 44 hours ago,rankings.php?subregion=per,,$319 million,,Persia,None,http://blocgame.com/rankings.php?subregion=per,16172 km 2,http://blocgame.com/stats.php?id=60278,Untapped,,,
Smoking Bandit,RENTAKA,http://blocgame.com/alliancestats.php?allianceid=1899,29k active personnel,0 ships,First World War surplus,1 factory,Good,last online 3 hours ago,rankings.php?subregion=ind,ASEANG,$324 million,alliancestats.php?allianceid=1899,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60611,Untapped,,325 Mbbl,
MyKingdom,General,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 6 hours ago,rankings.php?subregion=ind,,$323 million,,East Indies,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60728,Untapped,,377 Mbbl,
Devil,AimanSyahmie,,27k active personnel,0 ships,First World War surplus,None,Elite,last online 80 hours ago,rankings.php?subregion=ind,,$316 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60665,Untapped,,,
Quderku,Quderku,,22k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 79 hours ago,rankings.php?subregion=ind,,$316 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60676,Untapped,,,
Clarentinia,CCBubbaCC,,20k active personnel,0 ships,First World War surplus,None,Elite,last online 5 hours ago,rankings.php?subregion=car,,$323 million,,Caribbean,Meagre,http://blocgame.com/rankings.php?subregion=car,20169 km 2,http://blocgame.com/stats.php?id=60757,Untapped,,,
Kumpa,roaraxes,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 6 hours ago,rankings.php?subregion=sea,,$325 million,,Indochina,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=60792,Untapped,,,
Jambongan,Jambongan,,22k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 5 hours ago,rankings.php?subregion=ind,,$327 million,,East Indies,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60807,Untapped,,62 Mbbl,
Failures,ARSENAL,,42k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 11 hours ago,rankings.php?subregion=egy,,$320 million,,Egypt,Mediocre,http://blocgame.com/rankings.php?subregion=egy,11401 km 2,http://blocgame.com/stats.php?id=59747,Plentiful,,,
Chaouenne2,pyrignis2,http://blocgame.com/alliancestats.php?allianceid=1595,15k active personnel,0 ships,First World War surplus,1 factory,Undisciplined Rabble,last online 45 hours ago,rankings.php?subregion=atl,The High Council,$328 million,alliancestats.php?allianceid=1595,Atlas,Small,http://blocgame.com/rankings.php?subregion=atl,16005 km 2,http://blocgame.com/stats.php?id=60017,Untapped,,,
