country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl,reactor
Ambon,Chalkface,The Order,99k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 18 hours ago,20 Hundred Tons per month,5 Mbbl per month,Central Planning,$747 million,341 Mbbl; 5 Mbbl,Untapped,Powerful,,Pacific Rim,Soviet Union,35612 km 2,http://blocgame.com/stats.php?id=42744,
Chinese Empire,Chairman Mao Zedong,The Divine Council,46k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 21 hours ago,9 Hundred Tons per month,5 Mbbl per month,Central Planning,$746 million,18 Mbbl; 5 Mbbl,Untapped,Mediocre,,China,Soviet Union,32569 km 2,http://blocgame.com/stats.php?id=54448,
Spooktune,Spookwave,Brotherhood of Nod,83k active personnel,3 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 7 hours ago,12 Hundred Tons per month,7 Mbbl per month,Central Planning,$744 million,685 Mbbl; 7 Mbbl,Untapped,Very Powerful,,China,Soviet Union,33957 km 2,http://blocgame.com/stats.php?id=62983,
Madurolandia,Nicolas Maduro,,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 32 hours ago,2 Hundred Tons per month,3 Mbbl per month,Central Planning,$743 million,2230 Mbbl; 3 Mbbl,,Small,,Egypt,Neutral,13078 km 2,http://blocgame.com/stats.php?id=64366,
Antartica,X-DZ-X,The Khilafah,61k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 12 hours ago,12 Hundred Tons per month,7 Mbbl per month,Central Planning,$743 million,5755 Mbbl; 7 Mbbl,Untapped,Mediocre,,Atlas,Soviet Union,33237 km 2,http://blocgame.com/stats.php?id=64669,
Corn God,gonzi,The Order,35k active personnel,0 ships,First World War surplus,Normal,1 factory,Good,last online 1 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$743 million,26 Mbbl; 1 Mbbl,Plentiful,Meagre,,Amazonia,Soviet Union,33454 km 2,http://blocgame.com/stats.php?id=64682,
WeWuz,OfficerDarrenWilson,SPQR,12k active personnel,0 ships,Second World War surplus,Questionable,1 factory,Poor,last online 5 hours ago,10 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$739 million,3078 Mbbl,Untapped,None,,Egypt,Neutral,13477 km 2,http://blocgame.com/stats.php?id=63547,
Scorvia,ShadyWolf313,Steel Brotherhood,27k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 50 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$739 million,393 Mbbl,Near Depletion,Mediocre,,Gran Colombia,Soviet Union,15850 km 2,http://blocgame.com/stats.php?id=64062,
Warispeace,Warispeace,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 34 hours ago,2 Hundred Tons per month,,Central Planning,$738 million,,Untapped,None,,China,Soviet Union,13613 km 2,http://blocgame.com/stats.php?id=64278,
Cucumber Island,kamil,Interpol,35k active personnel,0 ships,Second World War surplus,Nice,2 factories,Good,online now,4 Hundred Tons per month,3 Mbbl per month,Free Market,$738 million,304 Mbbl,Untapped,Mediocre,,East Indies,United States,29952 km 2,http://blocgame.com/stats.php?id=64836,
Flower Hippies,Wolololo,Steel Brotherhood,46k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 7 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$737 million,266 Mbbl; 3 Mbbl,Untapped,Mediocre,,Pacific Rim,United States,28704 km 2,http://blocgame.com/stats.php?id=64563,
EthariousDrag,VynerBrook,Steel Brotherhood,58k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,15 Hundred Tons per month,10 Mbbl per month,Central Planning,$732 million,5257 Mbbl,Plentiful,Mediocre,,Egypt,Soviet Union,31516 km 2,http://blocgame.com/stats.php?id=64596,
Spratly,asy_syakir,,7k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 126 hours ago,5 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$728 million,191 Mbbl; 2 Mbbl,Untapped,Somewhat Large,,Persia,Neutral,10682 km 2,http://blocgame.com/stats.php?id=60451,
Gerik,SeaQuest,PIRATES,29k active personnel,0 ships,Second World War surplus,Angelic,1 factory,Undisciplined Rabble,last online 18 hours ago,3 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$728 million,2 Mbbl,,Meagre,,Pacific Rim,Neutral,10683 km 2,http://blocgame.com/stats.php?id=62864,
Ketroyla,Erolvant,The Order,84k active personnel,0 ships,Second World War surplus,Angelic,1 factory,Standard,last online 7 hours ago,7 Hundred Tons per month,3 Mbbl per month,Free Market,$726 million,418 Mbbl,Plentiful,Large,,Indochina,Soviet Union,29482 km 2,http://blocgame.com/stats.php?id=55951,
qwertyuiop,rumsods mom,The Divine Council,5k active personnel,0 ships,Second World War surplus,Questionable,1 factory,Poor,last online 12 hours ago,4 Hundred Tons per month,,Central Planning,$726 million,,Untapped,None,,Arabia,Neutral,16662 km 2,http://blocgame.com/stats.php?id=59451,
Mys glory,Mhanes27,The Order,86k active personnel,5 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 7 hours ago,25 Hundred Tons per month,8 Mbbl per month,Central Planning,$726 million,50 Mbbl; 8 Mbbl,Untapped,Very Powerful,,Pacific Rim,Soviet Union,20470 km 2,http://blocgame.com/stats.php?id=62396,
Khalifah,Appi jaafar,The Divine Council,21k active personnel,3 ships,Second World War surplus,Questionable,2 factories,Good,last online 2 hours ago,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$726 million,447 Mbbl,Near Depletion,Meagre,,Pacific Rim,Neutral,15598 km 2,http://blocgame.com/stats.php?id=62665,
WUBstep,WUBstep,Brotherhood of Nod,60k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,online now,36 Hundred Tons per month,20 Mbbl per month,Central Planning,$724 million,4115 Mbbl; 20 Mbbl,Untapped,Very Powerful,,Persia,Soviet Union,42899 km 2,http://blocgame.com/stats.php?id=39023,
Jitra,feemerrkoll,The Order,142k active personnel,2 ships,Second World War surplus,Normal,2 factories,Standard,online now,21 Hundred Tons per month,3 Mbbl per month,Central Planning,$724 million,237 Mbbl; 3 Mbbl,,Mediocre,,East Africa,Neutral,19602 km 2,http://blocgame.com/stats.php?id=62661,
MAROSTONIA,SAAD2016,,5k active personnel,0 ships,Second World War surplus,Isolated,None,Elite,last online 8 hours ago,1 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$724 million,769 Mbbl,,Meagre,,Atlas,United States,7800 km 2,http://blocgame.com/stats.php?id=64019,
Ironforge,Mephasto,Steel Brotherhood,60k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Poor,last online 1 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$723 million,164 Mbbl,Plentiful,Small,,Amazonia,United States,26996 km 2,http://blocgame.com/stats.php?id=63135,
Lahanation,Sahanation,The Federal Colonies,4k active personnel,0 ships,First World War surplus,Normal,None,Undisciplined Rabble,last online 20 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$722 million,2 Mbbl,Untapped,Meagre,,East Indies,Neutral,7959 km 2,http://blocgame.com/stats.php?id=60391,
mzymz,mzymz79,The Order,70k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Undisciplined Rabble,last online 9 hours ago,30 Hundred Tons per month,7 Mbbl per month,Central Planning,$722 million,176 Mbbl,Untapped,Very Powerful,,Caribbean,Soviet Union,38235 km 2,http://blocgame.com/stats.php?id=62580,
BaniMelayu,PlayboyMelayu,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 24 hours ago,2 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$720 million,3 Mbbl,Near Depletion,None,,The Subcontinent,Neutral,4375 km 2,http://blocgame.com/stats.php?id=61862,
Gandoria,zoneguy22,The Order,30k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 7 hours ago,14 Hundred Tons per month,3 Mbbl per month,Central Planning,$719 million,461 Mbbl; 3 Mbbl,Untapped,None,,Gran Colombia,Soviet Union,19406 km 2,http://blocgame.com/stats.php?id=50771,
MalayaRaya,Kitul,PIRATES,94k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 17 hours ago,15 Hundred Tons per month,6 Mbbl per month,Free Market,$716 million,2467 Mbbl,Untapped,Very Powerful,,Atlas,United States,26513 km 2,http://blocgame.com/stats.php?id=60388,
The Jar,Mr.Pickles,The Order,44k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 6 hours ago,18 Hundred Tons per month,6 Mbbl per month,Central Planning,$713 million,995 Mbbl; 6 Mbbl,Untapped,Very Powerful,,Guinea,Neutral,20588 km 2,http://blocgame.com/stats.php?id=60355,
Esmair,muffjin,The Order,60k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,11 Hundred Tons per month,2 Mbbl per month,Free Market,$711 million,275 Mbbl,Untapped,Somewhat Large,,Indochina,Neutral,22822 km 2,http://blocgame.com/stats.php?id=40882,
Beluncas War,RamaRama,PIRATES,32k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Undisciplined Rabble,last online 23 hours ago,18 Hundred Tons per month,18 Mbbl per month,Free Market,$710 million,167 Mbbl; 18 Mbbl,Untapped,Powerful,,Pacific Rim,United States,20398 km 2,http://blocgame.com/stats.php?id=61487,
Krovator Land,Kassim Fuentes,The Divine Council,42k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Poor,last online 58 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$708 million,186 Mbbl,Untapped,Somewhat Large,,Caribbean,United States,26523 km 2,http://blocgame.com/stats.php?id=60722,
Rhuer,Ha1000,,24k active personnel,0 ships,First World War surplus,Questionable,1 factory,Undisciplined Rabble,last online 1 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$705 million,1448 Mbbl,Near Depletion,None,,Arabia,United States,8833 km 2,http://blocgame.com/stats.php?id=63913,
bulipliisia,wolfman955,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 14 hours ago,3 Hundred Tons per month,,Free Market,$705 million,732 Mbbl,Untapped,Meagre,,Pacific Rim,Neutral,9360 km 2,http://blocgame.com/stats.php?id=64186,
Subcarpathia,Munmen,The Divine Council,65k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 60 hours ago,17 Hundred Tons per month,11 Mbbl per month,Free Market,$701 million,3176 Mbbl,Untapped,Mediocre,,Arabia,United States,30248 km 2,http://blocgame.com/stats.php?id=63976,
Azari,LOLDAROFL,,6k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 13 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$700 million,314 Mbbl; 1 Mbbl,Untapped,Meagre,,China,Neutral,16500 km 2,http://blocgame.com/stats.php?id=64199,
FlySoGood,ycheez,The Divine Council,21k active personnel,2 ships,Second World War surplus,Gandhi-like,None,Elite,online now,27 Hundred Tons per month,16 Mbbl per month,Free Market,$698 million,1853 Mbbl,Untapped,None,,Atlas,United States,37484 km 2,http://blocgame.com/stats.php?id=54541,
Skhrimm,Ept24I5,Steel Brotherhood,3k active personnel,0 ships,Second World War surplus,Angelic,None,Poor,last online 102 hours ago,2 Hundred Tons per month,,Mixed Economy,$698 million,,Untapped,Meagre,,China,Soviet Union,9157 km 2,http://blocgame.com/stats.php?id=54756,
Nanyang,Mister_N,The Order,48k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,online now,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$698 million,324 Mbbl; 3 Mbbl,Untapped,Powerful,,Indochina,Neutral,24367 km 2,http://blocgame.com/stats.php?id=62916,
Roarspekistan,roar,Che Guevara League,65k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 12 hours ago,6 Hundred Tons per month,1 Mbbl per month,Central Planning,$696 million,418 Mbbl; 1 Mbbl,Untapped,Mediocre,,Gran Colombia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=59084,
RATHKEALE,Rathkeale,,9k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 28 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$695 million,2056 Mbbl; 1 Mbbl,Untapped,Mediocre,,Mesopotamia,United States,13750 km 2,http://blocgame.com/stats.php?id=55636,
woosha,blaatje,The United Nations,2k active personnel,0 ships,First World War surplus,Good,1 factory,Poor,last online 121 hours ago,8 Hundred Tons per month,11 Mbbl per month,Mixed Economy,$690 million,560 Mbbl; 11 Mbbl,Untapped,None,,Egypt,Neutral,11345 km 2,http://blocgame.com/stats.php?id=58158,
Arabstan,AxanderTheGreat,SPQR,8k active personnel,0 ships,Second World War surplus,Nice,1 factory,Elite,last online 5 hours ago,8 Hundred Tons per month,,Free Market,$690 million,,Untapped,Mediocre,,Mesopotamia,United States,13750 km 2,http://blocgame.com/stats.php?id=61659,
Hatmistan,Pertti II,Al-Qassam Brigades,9k active personnel,0 ships,Second World War surplus,Normal,1 factory,Standard,last online 40 hours ago,5 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$687 million,1355 Mbbl; 3 Mbbl,Untapped,Meagre,,Atlas,Neutral,21280 km 2,http://blocgame.com/stats.php?id=46162,
icenation,icenation,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 20 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$686 million,978 Mbbl; 2 Mbbl,Untapped,None,,Atlas,United States,11345 km 2,http://blocgame.com/stats.php?id=64337,
ileristanistan,TheLongFootOfTheLaw,The Order,176k active personnel,7 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,44 Hundred Tons per month,9 Mbbl per month,Central Planning,$678 million,612 Mbbl; 9 Mbbl,Untapped,Very Powerful,,China,Soviet Union,40091 km 2,http://blocgame.com/stats.php?id=63622,
charlesxavier,charlesxavier,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 20 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$676 million,1127 Mbbl; 2 Mbbl,Untapped,None,,Atlas,United States,16500 km 2,http://blocgame.com/stats.php?id=64355,
Sri Mersing,Rafiqi12,PIRATES,72k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Good,online now,15 Hundred Tons per month,9 Mbbl per month,Central Planning,$675 million,378 Mbbl; 9 Mbbl,Untapped,Large,,East Indies,Soviet Union,41513 km 2,http://blocgame.com/stats.php?id=64413,
Niggatopia,Supreme Nigger,Steel Brotherhood,66k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 6 hours ago,10 Hundred Tons per month,7 Mbbl per month,Free Market,$674 million,249 Mbbl,Untapped,Mediocre,,Gran Colombia,United States,29564 km 2,http://blocgame.com/stats.php?id=64672,
Mont Blanc,Tesco,,11k active personnel,0 ships,Second World War surplus,Questionable,None,Poor,last online 1 hours ago,0 Hundred Tons per month,,Mixed Economy,$673 million,182 Mbbl,Near Depletion,None,,Arabia,Neutral,295 km 2,http://blocgame.com/stats.php?id=62644,
America,Superman,The Divine Council,5k active personnel,0 ships,Second World War surplus,Normal,2 factories,Good,last online 7 hours ago,8 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$672 million,292 Mbbl,Near Depletion,None,,West Africa,Neutral,23719 km 2,http://blocgame.com/stats.php?id=40167,
Steins;Gate,Amane Suzuha,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 11 hours ago,2 Hundred Tons per month,,Free Market,$672 million,119 Mbbl,Untapped,None,,China,United States,16667 km 2,http://blocgame.com/stats.php?id=64828,
zener diode,zdiode1,,7k active personnel,0 ships,First World War surplus,Normal,None,Undisciplined Rabble,last online 12 hours ago,2 Hundred Tons per month,,Mixed Economy,$667 million,,Untapped,None,,China,Neutral,2959 km 2,http://blocgame.com/stats.php?id=61908,
kailam,kailam,The Divine Council,97k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 11 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$665 million,347 Mbbl; 3 Mbbl,Untapped,Somewhat Large,,East Indies,Soviet Union,33972 km 2,http://blocgame.com/stats.php?id=61608,
Krajina,�eljko Ra�natovi�,Steel Brotherhood,81k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 7 hours ago,32 Hundred Tons per month,17 Mbbl per month,Central Planning,$664 million,3713 Mbbl; 17 Mbbl,Untapped,Very Powerful,,Mesopotamia,Soviet Union,32797 km 2,http://blocgame.com/stats.php?id=62961,
balemu1987,balemu1987,,4k active personnel,0 ships,First World War surplus,Nice,None,Undisciplined Rabble,last online 12 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$663 million,70 Mbbl; 1 Mbbl,,None,,Indochina,Neutral,8977 km 2,http://blocgame.com/stats.php?id=63972,
Kotasinga,Stalin VI,The Order,44k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 47 hours ago,13 Hundred Tons per month,4 Mbbl per month,Central Planning,$662 million,287 Mbbl; 4 Mbbl,Untapped,Large,,Congo,Soviet Union,29709 km 2,http://blocgame.com/stats.php?id=60448,
Satan kingdom,alistan1987,,6k active personnel,0 ships,First World War surplus,Nice,None,Undisciplined Rabble,last online 12 hours ago,2 Hundred Tons per month,,Mixed Economy,$662 million,,,None,,East Indies,Neutral,2439 km 2,http://blocgame.com/stats.php?id=60809,
Remote,Burgerking,SPQR,129k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Good,online now,35 Hundred Tons per month,11 Mbbl per month,Free Market,$661 million,,Untapped,Very Powerful,,Pacific Rim,United States,41523 km 2,http://blocgame.com/stats.php?id=61201,
Kalashstan,Kalashstan,,8k active personnel,0 ships,First World War surplus,Questionable,None,Standard,last online 30 hours ago,2 Hundred Tons per month,,Mixed Economy,$656 million,,Untapped,None,,China,Neutral,13613 km 2,http://blocgame.com/stats.php?id=64289,
